timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,delta,sequence_id,label
22:23.0,61.633587,-37.229008,17.038168,-0.02008,-0.006035,0.214305,0.207042,792,g
22:23.2,42.564884,11.114504,2.946565,-0.006008,0.000947,0.068602,0.186546,792,g
22:24.1,0.030534,45.221375,49.511452,-0.065896,0.013829,0.107274,0.927009,793,g
22:24.3,-0.183206,5.282443,51.541985,-0.002084,0.008416,0.133822,0.205342,793,g
22:24.5,-42.801525,-29.015266,1.854962,-0.00249,0.005494,0.077262,0.204772,793,g
22:24.7,-54.961834,-0.335878,-17.824427,-0.021163,-0.005088,0.156392,0.188979,793,g
22:24.9,2.045802,2.328244,7.900764,-0.034369,-0.026548,0.151412,0.204229,793,g
22:25.1,4.526718,14.458015,-77.770996,-0.058644,-0.016508,0.13734,0.209878,793,g
22:25.3,26.267176,9.633588,-21.801527,-0.05997,-0.014505,0.14462,0.198194,793,g
22:25.5,108.954201,31.213741,-1.328244,-0.020026,-0.028145,0.110034,0.204125,793,g
22:26.4,6.061069,16.847328,5.519084,-0.099291,0.021352,0.106219,0.911929,794,g
22:26.6,-7.984733,19.114504,38.809162,-0.00636,0.012151,0.123971,0.204269,794,g
22:26.8,6.08397,2.59542,14.832061,0.001813,-0.000352,0.106002,0.205279,794,g
22:27.0,-65.67939,-20.755726,-14.633588,-0.020513,-0.001597,0.147867,0.202641,794,g
22:27.2,-4.824428,-4.977099,-1.312977,-0.026954,-0.014668,0.13623,0.190555,794,g
22:27.4,-28.099237,-9.534351,-65.389313,-0.005602,-0.021406,0.156798,0.204404,794,g
22:27.6,26.404581,12.175572,-52.885498,-0.069008,-0.015047,0.122321,0.204075,794,g
22:27.8,64.946564,-46.183205,5.534351,-0.021054,-0.00571,0.221692,0.204451,794,g
22:28.0,25.694656,26.274809,-2.068702,-0.019052,0.006928,0.036155,0.189745,794,g
22:28.9,7.458015,3.068702,-16.137405,-0.019241,0.017482,0.125839,0.83211,795,g
22:29.1,-15.725191,-14.206107,80.801529,-0.055991,0.018862,0.082972,0.202171,795,g
22:29.3,-11.862596,12.549619,37.152672,0.016373,0.006684,0.147082,0.200544,795,g
22:29.5,-75.129768,-59.38168,26.717558,-0.026277,-0.012476,0.04081,0.201158,795,g
22:29.6,-55.015266,6.61832,0.358779,-0.031933,0.007767,0.221692,0.189713,795,g
22:29.9,46.450382,-22.839695,-45.862595,0.040052,-0.021731,0.133145,0.207028,795,g
22:30.0,-25.80916,-32.152672,-50.671757,-0.040728,-0.004005,0.113525,0.190439,795,g
22:30.2,-15.633588,23.725191,-17.374046,-0.053718,0.020378,0.168218,0.206254,795,g
22:30.5,97.526718,42.580154,-5.954198,-0.037697,-0.022895,0.013558,0.206836,795,g
22:31.4,-2.328244,-8.664123,1.801527,-0.076802,0.013964,0.130304,0.924541,796,g
22:31.6,3.618321,20.366413,42.412212,-0.047277,0.015967,0.09902,0.201193,796,g
22:31.8,21.305344,14.78626,8.564885,0.020161,0.011583,0.131684,0.19095,796,g
22:32.0,-24.068703,-32.557251,-6.870229,-0.001597,-0.000352,0.044625,0.207945,796,g
22:32.2,-93.625954,38.045803,-6.954198,-0.008741,-0.003518,0.160289,0.194064,796,g
22:32.4,23.328245,17.503817,-15.671756,0.020432,-0.02763,0.137719,0.20256,796,g
22:32.6,-4.312977,-22.099237,-67.297707,-0.030878,-0.006738,0.146406,0.206425,796,g
22:32.8,-0.099237,12.038168,1.381679,-0.040701,0.008037,0.14102,0.190747,796,g
22:33.0,75.908394,-20.931297,19.015266,-0.052013,-0.012178,0.051526,0.205783,796,g
22:33.9,5.91603,10.183207,5.770992,-0.04928,0.025492,0.172494,0.921548,797,g
22:34.1,-20.893129,-17.396946,34.068703,-0.028036,0.016129,0.136691,0.207453,797,g
22:34.3,16.938931,4.206107,34.748093,0.005412,0.01667,0.12159,0.200089,797,g
22:34.5,-84.213737,-53.419846,6.328244,-0.025303,0.005872,0.116583,0.1964,797,g
22:34.7,-47.923664,-3.656489,-5.335878,-0.0233,0.00322,0.17363,0.207264,797,g
22:34.9,-31.755726,-29.244274,-0.877863,0.058914,-0.020784,0.146893,0.187774,797,g
22:35.1,-10.496183,-32.244274,-36.763359,-0.036615,-0.000758,0.119723,0.206312,797,g
22:35.3,-16.328245,-3.29771,-15.541985,-0.050038,0.000731,0.151872,0.206442,797,g
22:35.5,84.549622,19.38168,-0.076336,-0.0128,-0.01529,0.040106,0.196306,797,g
22:35.7,-0.801527,17.862595,2.793893,-0.014424,0.018213,0.085218,0.202519,797,g
22:36.4,16.419847,12.21374,-23.70229,-0.061052,0.026575,0.123647,0.721333,798,g
22:36.6,0.801527,-8.854961,49.763359,-0.040864,0.021623,0.104216,0.203802,798,g
22:36.8,7.572519,-37.61832,29.259542,0.018565,0.00709,0.106327,0.202004,798,g
22:37.0,-42.35878,6.687023,-18.839695,-0.016833,0.003193,0.083865,0.200117,798,g
22:37.2,-16.48855,-13.374045,0.633588,8.10E-05,0.007036,0.18248,0.200811,798,g
22:37.4,14.458015,-4.732824,-55.221375,0.013666,-0.019485,0.113552,0.199571,798,g
22:37.6,10.343512,5.099236,-46.114502,-0.048793,-0.00092,0.138747,0.189523,798,g
22:37.8,44.648853,-4.030534,-5.10687,0.003924,0.003518,0.221692,0.207448,798,g
22:38.0,54.366413,29.305344,17.106871,-0.009878,0.001191,0.097884,0.207376,798,g
22:39.1,4.877862,12.778625,33.725189,-0.064462,0.029525,0.158178,1.019576,799,g
22:39.3,4.89313,37.603054,51.534351,-0.065707,0.016535,0.108762,0.190586,799,g
22:39.5,-2.40458,5.08397,21.343512,0.026575,0.010338,0.094095,0.206134,799,g
22:39.7,-51.908398,-1.183206,-10.931297,-0.015398,-0.004438,0.099318,0.206512,799,g
22:39.9,-21.32061,13.801527,-14.725191,-0.032935,0.007496,0.221692,0.190863,799,g
22:40.1,24.969465,8.893129,-22.557251,0.025303,-0.021812,0.123187,0.207229,799,g
22:40.3,-12.572519,-16.908398,-28.923664,-0.093202,0.009039,0.124269,0.20622,799,g
22:40.5,-0.641221,-6.229008,18.48855,-0.051986,0.020432,0.206917,0.190051,799,g
22:40.7,37.114502,-13.229008,22,-0.026656,0.008525,0.087627,0.205677,799,g
22:41.6,20.671755,10.122137,-8.40458,-0.028929,0.027441,0.117287,0.918715,800,g
22:41.8,20.282442,25.358778,22.236641,-0.093094,0.024843,0.122835,0.209949,800,g
22:42.0,-0.328244,48.717556,46.854961,-0.001678,0.020757,0.131197,0.199842,800,g
22:42.2,-42.793892,-23.938931,-25.480917,0.002192,-0.00368,0.064354,0.190036,800,g
22:42.4,-106.404579,-9.19084,13.106871,-0.045437,0.011826,0.210191,0.209219,800,g
22:42.6,26.068703,26.435114,-22,0.010527,-0.033882,0.093256,0.203799,800,g
22:42.8,-41.229008,-102.618324,-60.160305,-0.093148,0.002111,0.14213,0.200479,800,g
22:43.0,21.389313,28.816793,-11.61832,-0.079833,0.011528,0.144511,0.201155,800,g
22:43.2,86.664124,15.557252,4.89313,-0.047196,-0.00636,0.11385,0.19979,800,g
22:43.4,11.862596,7.984733,-3.21374,-0.025276,0.016264,0.087167,0.19122,800,g
22:44.3,8.541985,-1.832061,6.389313,-0.060808,0.025438,0.108221,0.932275,801,g
22:44.5,19.80916,25.496183,66.152672,-0.07231,0.006738,0.083324,0.195518,801,g
22:44.7,0.847328,5.473282,29.671755,-0.015696,0.017726,0.099074,0.206914,801,g
22:44.9,-41.732826,3.732824,-4.08397,0.021298,-0.000677,0.058562,0.190345,801,g
22:45.1,-45.763359,7.862596,-28.145039,-0.019512,0.016589,0.17842,0.211545,801,g
22:45.3,-17.160305,-63.175571,-1.122137,0.055098,-0.018348,0.160884,0.20062,801,g
22:45.5,9.984733,-14.633588,-58.900764,-0.039862,-0.000839,0.12638,0.200405,801,g
22:45.7,15.625955,26.946566,1.251908,-0.092606,0.017699,0.172304,0.200068,801,g
22:45.9,65.35878,-0.480916,17.564886,-0.022462,-0.005656,0.082512,0.20045,801,g
22:46.1,-12.580153,-8.137404,5.977099,-0.023679,0.018619,0.082729,0.200271,801,g
22:47.0,18.152672,-26.51145,9.305344,-0.047386,0.028009,0.105677,0.914144,802,g
22:47.2,-19.251909,-1.282443,60.862595,-0.067655,0.017482,0.08327,0.206264,802,g
22:47.4,1.954198,26.137405,68.541985,0.009039,0.020838,0.144349,0.192921,802,g
22:47.7,-17.48855,-18.587786,-5.145038,-0.029606,0.009174,0.055125,0.213254,802,g
22:47.9,-83.832062,16.374046,-16.152672,-0.046357,0.01713,0.153009,0.196316,802,g
22:48.0,-1.793893,-23.793894,2.167939,-0.010392,-0.004249,0.121563,0.190294,802,g
22:48.3,-3.21374,-5.641222,-64.152672,-0.022137,0.00092,0.125243,0.207716,802,g
22:48.5,22.740458,50.534351,-20,-0.064895,0.001299,0.12841,0.20636,802,g
22:48.7,87.35878,25.015266,13.427481,-0.063055,-0.007929,0.041676,0.20253,802,g
22:49.8,19.847328,12.229008,-12.755725,-0.049875,0.030472,0.113661,1.121744,803,g
22:50.0,-8.870229,11.534351,33.824429,-0.061106,0.019458,0.107355,0.194032,803,g
22:50.2,3.442748,33.70229,36.206108,0.022191,0.013396,0.133957,0.208132,803,g
22:50.4,-23.244274,-2.694656,3.251908,-0.026737,-0.000812,0.039132,0.189001,803,g
22:50.6,-49.900764,-13.992367,-6.984733,-0.041161,0.023355,0.174036,0.20664,803,g
22:50.8,-14.923664,-2.305344,5.59542,0.039321,-0.009201,0.13052,0.20708,803,g
22:51.0,14.335877,-12.603053,-73.541985,-0.077668,-0.014424,0.157555,0.201898,803,g
22:51.2,7.320611,9.442748,-4.946565,-0.091632,-0.000893,0.10952,0.192172,803,g
22:51.4,113.984734,-1.931298,20.442749,-0.033476,-0.019674,0.165457,0.206572,803,g
22:51.6,19.274809,0.419847,-0.587786,-0.006738,0.01142,0.062865,0.190463,803,g
25:25.4,22,-17.893129,9.633588,-0.009445,0.02644,0.112903,153.791823,804,h
25:25.6,5.946565,-50.847328,-32.374046,0.026683,0.016697,0.127083,0.193312,804,h
25:25.8,-7.389313,-45.404579,-79.503815,0.004438,0.006874,0.138612,0.195104,804,h
25:26.0,-8.328244,4.687023,-5.778626,-0.067141,0.004086,0.106733,0.208853,804,h
25:26.2,-76.297707,-11.40458,31.068703,0.034531,-0.013396,0.103539,0.200631,804,h
25:26.4,-10.740458,-12.297709,9.206107,-0.005196,-0.004817,0.209542,0.204593,804,h
25:26.6,52.129772,23.061069,35.442749,-0.011393,-0.026575,0.113742,0.195926,804,h
25:26.8,-0.748092,-6.839694,10.312977,0.037373,-0.012313,0.115961,0.193067,804,h
25:27.0,54.129772,-4.870229,-29.885496,-0.011988,0.007253,0.221692,0.211852,804,h
25:27.2,40.900764,-29.442749,-3.671756,-0.003518,-0.009499,0.042,0.194826,804,h
25:28.0,-18.48855,-19.167938,12.022901,0.015452,0.019404,0.112551,0.824674,805,h
25:28.2,-2.870229,-8.557252,-61.435116,0.064732,0.021325,0.125595,0.191171,805,h
25:28.4,-13.61832,-24.290077,-59.458015,-0.029525,0.01962,0.125324,0.213152,805,h
25:28.6,-19.419847,-1.183206,18.29771,-0.009093,0.004222,0.078913,0.205189,805,h
25:28.8,-65.71756,6.480916,19.267176,0.029687,0.012043,0.171113,0.197681,805,h
25:29.0,-1.938931,-8.374045,28.755726,-0.010662,-0.007415,0.163211,0.191489,805,h
25:29.2,31.061069,22.404581,58.099236,0.03058,-0.014424,0.111739,0.210666,805,h
25:29.4,0.541985,-12.992367,12.725191,0.047277,-0.013639,0.1214,0.193344,805,h
25:29.6,43.015266,-2.51145,-10.450381,0.042298,0.01004,0.203561,0.211096,805,h
25:29.8,48.900764,-24.992367,-15.793893,-0.008443,-0.003085,0.082864,0.194623,805,h
25:30.6,-15.358779,-17.244274,-16.847328,0.059212,0.024681,0.108925,0.818615,806,h
25:30.8,-17.114504,-32,-72.763359,0.009796,0.01188,0.124675,0.209261,806,h
25:31.0,0.206107,-14.610687,-11.21374,-0.036074,0.012205,0.104351,0.191954,806,h
25:31.2,-63.0229,-28.007633,61.488548,0.007686,-0.006766,0.094149,0.209453,806,h
25:31.4,-14.923664,-2.160305,23.396946,0.039159,-0.009012,0.175795,0.193908,806,h
25:31.6,54.015266,5.244275,28.984734,0.013287,-0.020486,0.134526,0.194286,806,h
25:31.8,-0.923664,1.664122,28.625954,0.048739,-0.019674,0.099237,0.209158,806,h
25:32.0,18.412214,-10.801527,-14.625955,0.061052,-0.001191,0.174334,0.193944,806,h
25:32.2,59.038166,-9.534351,-41.480915,0.015074,0.000704,0.110711,0.207859,806,h
25:32.4,10.572519,-3.793893,-17.793894,0.023273,0.017536,0.078534,0.194889,806,h
25:33.2,-10.603053,-2.099237,-2.908397,0.040377,0.026954,0.109412,0.730122,807,h
25:33.3,-12.946565,-32.213741,-52.274811,0.045843,0.017509,0.132198,0.189176,807,h
25:33.6,18.633587,-99.854965,8.679389,-0.04974,0.015642,0.126245,0.214218,807,h
25:33.8,-45.671757,18.496183,6.778626,0.006278,0.001894,0.084758,0.193907,807,h
25:34.0,-56.564884,-26.534351,35.137405,0.039835,0.006035,0.184239,0.205201,807,h
25:34.2,22.763359,18.106871,27.229008,-0.006495,-0.008579,0.165918,0.204009,807,h
25:34.4,10.679389,15.679389,53.351147,0.039565,-0.019458,0.098289,0.200034,807,h
25:34.6,-10.435115,-0.641221,-4.21374,0.058644,0.003599,0.136285,0.194327,807,h
25:34.8,74.870232,11.679389,-26.541985,-0.009851,-0.00387,0.141562,0.197955,807,h
25:35.0,33.595421,-24.358778,-3.801527,0.001597,0.011961,0.062405,0.204746,807,h
25:35.7,-10.847328,-26.473282,10.633588,0.017536,0.028199,0.116935,0.714029,808,h
25:35.9,-18.076336,-4.854962,-74.442749,0.058021,0.021758,0.107924,0.212598,808,h
25:36.1,-22.687023,-7.442748,-60.114502,-0.004113,0.015561,0.119804,0.188341,808,h
25:36.3,-12.450381,-0.633588,37.885498,-0.013775,0.007983,0.074312,0.214977,808,h
25:36.5,-74.274811,-8.778625,32.61832,0.029065,0.00847,0.161858,0.192505,808,h
25:36.7,0.603053,-14.931297,48.007633,0.004113,-0.006874,0.167298,0.206259,808,h
25:36.9,19.251909,3.48855,52.67939,0.052825,-0.021514,0.095069,0.194595,808,h
25:37.1,-1.671756,-8.183207,7.61832,0.048387,-0.011014,0.131251,0.196769,808,h
25:37.3,62.916031,-1.015267,-23.801527,0.031203,0.000406,0.167325,0.211063,808,h
25:37.5,42.068703,-8.549619,2.732824,-0.015723,-0.003085,0.037237,0.192002,808,h
25:38.3,-10.465649,10.763359,15.992367,0.034396,0.022353,0.139207,0.823934,809,h
25:38.5,-13.59542,-29.351145,-67.412216,0.028821,0.013152,0.122239,0.209896,809,h
25:38.7,1.687023,-17.51145,-41.427483,-0.034179,0.020188,0.134553,0.200579,809,h
25:38.9,-12.656488,-21.007633,19.290077,-0.008092,0.006387,0.071146,0.188359,809,h
25:39.1,-80.35878,-17.824427,76.480919,0.063028,-0.008254,0.160668,0.2098,809,h
25:39.3,13.152672,-0.312977,13.053435,-0.01621,-0.008497,0.170599,0.193873,809,h
25:39.5,37.854961,22.740458,74.412216,0.028523,-0.024708,0.102295,0.209879,809,h
25:39.7,-2.038168,-3.381679,19.641222,0.068711,-0.019376,0.131711,0.193241,809,h
25:39.9,63.045803,2.679389,-36.251907,0.038401,-0.002598,0.179936,0.209201,809,h
25:40.1,29.427481,-22.832062,-14.946565,0.018754,0.001001,0.072959,0.201188,809,h
25:40.8,5.473282,29.236641,9.198473,0.018348,0.019539,0.137259,0.718088,810,h
25:41.0,-17.099237,-7.267176,-51.648853,0.05545,0.013775,0.109439,0.194503,810,h
25:41.2,-20.122137,-12.335877,-74.839691,-0.009174,0.014045,0.134038,0.210951,810,h
25:41.4,7.427481,-0.625954,6.931298,-0.026683,0.008714,0.094744,0.192876,810,h
25:41.6,-76.374046,-6.89313,22.923664,0.039321,0.001976,0.161073,0.210499,810,h
25:41.8,-2.816794,9.832061,11.21374,-0.011691,0.000758,0.173847,0.192683,810,h
25:42.0,22.816793,10.687023,53.625954,-0.018943,-0.015452,0.115988,0.194397,810,h
25:42.2,3.480916,15.656488,29.236641,0.033449,-0.010608,0.133064,0.210923,810,h
25:42.4,8.152672,-9.335877,-14.763359,0.017861,0.004384,0.170058,0.194048,810,h
25:42.6,92.274811,-21.374046,9.122137,0.010094,-0.004411,0.123295,0.209029,810,h
25:42.8,2.656489,-30.740458,15.511451,0.00184,0.011718,0.068792,0.19449,810,h
25:43.6,-21,-20.793894,-19.534351,0.070497,0.030337,0.120237,0.725108,811,h
25:43.8,-20.496183,-42.328243,-62.732826,0.00893,0.014289,0.131359,0.204277,811,h
25:44.0,3.320611,2.48855,-28.412214,-0.04292,0.016751,0.121319,0.199958,811,h
25:44.2,-39.633587,-3.129771,28.328245,0.006901,-0.000758,0.07645,0.194474,811,h
25:44.4,-62,18.961832,-4.320611,0.019106,-0.000839,0.166351,0.208536,811,h
25:44.6,19.839695,13.122137,1.961832,-0.018835,-0.012124,0.153902,0.193803,811,h
25:44.8,6.992366,17.519083,42.725189,0.015155,-0.021568,0.113038,0.194501,811,h
25:45.0,5.977099,-20.541985,3.969466,0.05407,-0.012367,0.10879,0.210965,811,h
25:45.2,44,13.099236,-17.664122,-0.007929,0.00276,0.205915,0.202772,811,h
25:45.4,90.030533,-25.427481,-4.59542,-0.000866,-0.008768,0.067709,0.198596,811,h
25:45.6,-13.870229,2.832061,8.396947,0.016102,0.0233,0.099534,0.192963,811,h
25:46.3,-6.557252,-1.534351,-36.328243,0.023788,0.032637,0.139857,0.725971,812,h
25:46.5,-11.40458,-31.816793,-61.70229,0.041188,0.024654,0.117395,0.193136,812,h
25:46.7,1.870229,-42.557251,-40.480915,-0.042109,0.012016,0.128139,0.211652,812,h
25:46.9,-16.862595,1.167939,19.877863,-0.014316,0.007469,0.076477,0.19764,812,h
25:47.1,-63.122139,-18.167938,30.335878,0.028334,0.007794,0.173035,0.204682,812,h
25:47.3,-1.29771,21.625954,-17.290077,-0.004032,0.005629,0.134336,0.199703,812,h
25:47.5,-0.114504,15.709924,49.076336,-0.01345,-0.012854,0.134986,0.204748,812,h
25:47.7,10.977099,-5.793893,48.29771,0.060917,-0.011339,0.117936,0.194272,812,h
25:47.9,3.564885,-9.396947,-10.610687,0.022922,0.003139,0.144566,0.20597,812,h
25:48.1,79.885498,-2.946565,-15.572519,0.002165,0.006468,0.154308,0.196623,812,h
25:48.3,16.595419,1.412214,-23.564886,-0.023815,0.000785,0.049767,0.191332,812,h
25:49.1,10.038168,-6.862596,-28.786259,0.037156,0.024004,0.146081,0.822752,813,h
25:49.3,-7.29771,-39.526718,-52.519085,0.011772,0.020026,0.123917,0.20937,813,h
25:49.5,5.030534,-4.320611,-19.480917,-0.029579,0.022353,0.108546,0.193264,813,h
25:49.7,-30.068703,8.206107,-3.251908,-0.000758,0.002219,0.053285,0.212031,813,h
25:49.9,-70.923668,32.305344,-30,0.04882,0.002733,0.16359,0.193492,813,h
25:50.1,12.305344,9.244275,1.687023,-0.013964,-0.006901,0.159937,0.2081,813,h
25:50.3,11.534351,15.931297,48.442749,-0.019728,-0.019295,0.119885,0.195774,813,h
25:50.5,-13.244275,27.19084,25.458015,0.034369,-0.014235,0.13439,0.194638,813,h
25:50.7,11.488549,-12.328244,-7.221374,0.020838,-0.007063,0.14462,0.21336,813,h
25:50.9,47.435116,-4.641222,-10.923664,-0.003816,-0.000704,0.171438,0.193876,813,h
25:51.1,65.435112,-0.709924,-22.030535,0.008497,-0.013098,0.08695,0.20668,813,h
25:52.0,7.045802,-27.015266,7.221374,0.045518,0.026169,0.128247,0.81548,814,h
25:52.2,-4.122138,-20.931297,-46.282444,0.028442,0.023219,0.096909,0.202817,814,h
25:52.4,-0.343511,-0.824427,-41.839695,-0.019864,0.021325,0.128437,0.198592,814,h
25:52.6,-13.59542,-1.389313,2.419847,-0.015182,0.008552,0.07848,0.207609,814,h
25:52.8,-53.083969,28.076336,4.503817,0.002814,0.00046,0.145919,0.194178,814,h
25:53.0,-16.419847,5.374046,-6.045802,-0.009959,0.000406,0.169571,0.209056,814,h
25:53.2,18.70229,-2.129771,31.213741,-0.043056,-0.014181,0.12186,0.197233,814,h
25:53.4,-4.412214,-10.145039,39.129772,0.032393,-0.014992,0.126705,0.202207,814,h
25:53.6,-2.938931,-7.335878,3.78626,0.024681,-0.004628,0.149004,0.198372,814,h
25:53.8,68.832062,-26,9.320611,-0.021217,-0.005223,0.139776,0.203044,814,h
25:54.0,42.770992,14.870229,-7.687023,-0.020675,0.001055,0.058725,0.199204,814,h
25:54.2,-6.824428,-15.320611,6.91603,0.015831,0.025303,0.137421,0.20201,814,h
25:54.8,-28.603054,9.725191,1.496183,0.027982,0.025709,0.136772,0.607127,815,h
25:55.0,7.030534,-37.984734,-69.022903,0.019349,0.012909,0.125108,0.21464,815,h
25:55.2,-7.290076,-17.053434,-35.282444,-0.027766,0.010771,0.122672,0.201641,815,h
25:55.4,-67.687019,0.29771,14.19084,0.004276,-0.007821,0.061187,0.195908,815,h
25:55.6,-34.557251,30.923664,-11.137404,0.017049,-0.004303,0.182507,0.197256,815,h
25:55.8,22.755726,4.442748,46.824429,-0.029579,-0.016941,0.140912,0.208286,815,h
25:56.0,3.122137,-2.480916,51.61832,0.008037,-0.023192,0.113444,0.201336,815,h
25:56.2,-4.961832,-17.664122,-14.007633,0.032853,-0.005791,0.178339,0.19981,815,h
25:56.4,56.068703,-20.977098,-10.480916,-0.035668,-0.015615,0.161777,0.199185,815,h
25:56.6,44.366413,4.251908,-7.251908,-0.023842,-0.010338,0.059618,0.204114,815,h
25:57.5,-12.259542,-40.206108,10.740458,0.028875,0.023571,0.141562,0.922168,816,h
25:57.7,3.900763,-27.923664,-46.251907,0.002571,0.015155,0.124729,0.195499,816,h
25:57.9,-1.80916,-11.580153,-45.274811,-0.024897,0.011907,0.108952,0.192226,816,h
25:58.1,-64.526718,-13.610687,11.61832,-0.000352,-0.007659,0.088087,0.209051,816,h
25:58.3,-48.595421,-5.824428,16.687023,0.013206,-0.00046,0.186972,0.19217,816,h
25:58.5,17.862595,6.29771,22.030535,-0.045167,-0.018294,0.136393,0.208996,816,h
25:58.7,-1.21374,14.793893,54.908398,0.010094,-0.022597,0.130412,0.193227,816,h
25:58.9,1.824427,-6.908397,4.167939,0.041351,-0.01713,0.140506,0.209334,816,h
25:59.1,85.671753,-69.007637,24.656488,-0.003356,0.001326,0.175958,0.20439,816,h
25:59.3,41.061069,12.251908,-11.175572,-0.015182,-0.01345,0.03196,0.200002,816,h
26:00.1,4.664122,-36.030533,24.213741,0.014343,0.023869,0.138422,0.821222,817,h
26:00.3,0.129771,-9.916031,-55.290077,0.026819,0.016535,0.117855,0.194113,817,h
26:00.5,-3.267176,-11.221375,-47.648853,-0.005412,0.009932,0.115122,0.210837,817,h
26:00.7,-13.122137,0.633588,11.221375,-0.008795,0.000244,0.085733,0.198154,817,h
26:00.9,-103.801529,12.992367,-0.099237,0.001028,-0.015182,0.155255,0.195599,817,h
26:01.2,2.89313,-0.755725,-1.091603,-0.011123,-0.008308,0.175985,0.206937,817,h
26:01.3,19.717558,5.076336,58.717556,-0.034017,-0.023788,0.104568,0.192134,817,h
26:01.5,-3.244275,8.801527,21.908398,0.046493,-0.016021,0.131332,0.194299,817,h
26:01.7,35.045803,-7.641222,-11.106871,0.014424,-0.000731,0.196065,0.210787,817,h
26:01.9,102.213737,-2.129771,-13.320611,0.003626,-0.016237,0.121915,0.193182,817,h
26:02.2,7.015267,-7.938931,-2.519084,0.025844,0.023246,0.088168,0.21097,817,h
26:03.0,-9.496183,-3.374046,-20.091602,0.044301,0.025114,0.117395,0.815643,818,h
26:03.2,-8.969465,-13.083969,-60.969467,-0.006089,0.012205,0.130412,0.208675,818,h
26:03.4,-1.587786,-11.580153,-10.366412,-0.02782,0.011718,0.102592,0.200257,818,h
26:03.6,-77.900764,20.549618,16.290077,-0.005872,-0.006657,0.078859,0.189234,818,h
26:03.8,-23.717558,26.045801,-14.709924,-0.005764,0.00249,0.185321,0.210411,818,h
26:04.0,8.992367,-5.78626,18.755726,-0.035857,-0.016697,0.116123,0.19491,818,h
26:04.2,5.396946,4.496183,37.152672,0.01372,-0.021893,0.137259,0.208099,818,h
26:04.4,2.412214,-1.175573,-3.358779,0.040458,-0.010581,0.143889,0.194143,818,h
26:04.6,46.900764,-11.267176,-15.885496,-0.005304,-0.00322,0.162778,0.208909,818,h
26:04.8,41.786259,46.603054,-27.580153,-0.006766,-0.007442,0.09396,0.193398,818,h
26:05.0,-20.595419,-2.717557,9.885496,-0.001867,0.020215,0.114418,0.208369,818,h
26:05.7,3.969466,-15.938931,2.427481,0.012638,0.016373,0.12573,0.716782,819,h
26:05.9,2.992366,-5.709924,-23.167938,0.026629,0.020784,0.131332,0.20541,819,h
26:06.1,-20.854961,-26.549618,-60.183205,0.00728,0.008633,0.118965,0.19928,819,h
26:06.3,3.343511,4.687023,-9.931297,-0.039971,0.013856,0.119181,0.194453,819,h
26:06.5,-28.778625,-7.48855,12.671756,0.00111,-0.001921,0.069035,0.206707,819,h
26:06.7,-55.748093,3.793893,-6.694656,-0.001651,-0.003058,0.176309,0.192085,819,h
26:06.9,11.717557,6.137404,10.557252,-0.021812,-0.01234,0.148463,0.209774,819,h
26:07.1,9.78626,8.053435,47.664124,-0.014262,-0.018321,0.116854,0.195745,819,h
26:07.3,4.473282,-7.251908,20.351145,0.033259,-0.01253,0.116232,0.194969,819,h
26:07.5,5.961832,-2.21374,-13.389313,0.005115,0.002165,0.178312,0.214422,819,h
26:07.7,69.129768,-27.992367,-3.114504,0.017293,0.005304,0.138828,0.200537,819,h
26:07.9,34.732826,-30.068703,25.51145,0.001055,0.005277,0.047846,0.199014,819,h
26:09.5,6.122138,-3.763359,-0.854962,0.036074,0.024681,0.128437,1.611033,820,h
26:09.7,1.778626,-38.213741,-81.190842,-0.019809,0.005818,0.154227,0.212164,820,h
26:09.9,18.755726,-34.267174,13.183207,-0.034071,0.015723,0.120399,0.195077,820,h
26:10.1,-41.877861,-27.083969,27.267176,-0.000514,-0.005981,0.045735,0.207468,820,h
26:10.3,-62.458015,12.030535,-7.335878,0.014099,-0.004465,0.188839,0.19444,820,h
26:10.5,18.114504,-13.793893,27.473282,-0.021596,-0.011934,0.147542,0.20861,820,h
26:10.7,27.282442,-2.236641,90.60305,-0.00847,-0.026494,0.120318,0.197466,820,h
26:10.9,-0.648855,-29.053434,40.236641,0.02008,-0.017536,0.106029,0.203851,820,h
26:11.1,2.961832,-49.839695,-5.022901,0.013233,-0.009174,0.173387,0.19482,820,h
26:11.3,113.015266,-16.526718,-15.977099,-0.016697,-0.003383,0.128382,0.194876,820,h
26:11.5,18.908398,-32.709923,-8.992367,-0.005277,0.018375,0.0712,0.212071,820,h
26:12.6,-5.656488,12.015267,-7.923664,0.017915,0.034639,0.128761,1.012884,821,h
26:12.8,-13.847328,-46.282444,-55.183205,0.04154,0.021163,0.109195,0.209178,821,h
26:13.0,-1.167939,-30.290077,-16.114504,-0.0525,0.015452,0.129411,0.193517,821,h
26:13.2,-38.061069,-5.259542,3.541985,0.004709,0.001813,0.051472,0.210659,821,h
26:13.4,-71.984734,-10.580153,-17.396946,-0.026494,0.000271,0.17428,0.194949,821,h
26:13.6,28.106871,5.992366,7.847328,-0.034558,-0.014045,0.157609,0.206868,821,h
26:13.8,4.343512,2.503817,75.442749,-0.024166,-0.029254,0.078859,0.199755,821,h
26:14.0,0.183206,-8.297709,29.145039,0.036074,-0.009093,0.128247,0.201497,821,h
